user_id,age,gender,signup_method,signup_flow,affiliate_channel,first_device_type,country_destination
USER_02222,42.0,FEMALE,basic,3,sem-non-brand,Windows Desktop,NDF
USER_02223,32.0,OTHER,facebook,0,sem-brand,Windows Desktop,ES
USER_02224,,FEMALE,basic,25,direct,iPhone,NDF
USER_02225,48.0,MALE,basic,0,direct,Mac Desktop,NDF
USER_02226,49.0,MALE,basic,0,direct,Windows Desktop,US
USER_02227,27.0,MALE,basic,0,direct,Windows Desktop,NDF
USER_02228,23.0,UNKNOWN,google,0,other,Android Phone,NDF
USER_02229,45.0,UNKNOWN,facebook,0,direct,Mac Desktop,NDF
USER_02230,26.0,MALE,basic,3,sem-non-brand,iPhone,ES
USER_02231,42.0,FEMALE,basic,0,sem-brand,Mac Desktop,NDF
USER_02232,22.0,MALE,facebook,0,direct,Windows Desktop,US
USER_02233,43.0,UNKNOWN,basic,0,direct,Windows Desktop,NDF
USER_02234,20.0,MALE,basic,0,direct,iPhone,NDF
USER_02235,42.0,FEMALE,basic,0,direct,Windows Desktop,NDF
USER_02236,34.0,MALE,basic,0,direct,Windows Desktop,NDF
USER_02237,,MALE,basic,0,direct,Mac Desktop,NDF
USER_02238,29.0,MALE,basic,0,sem-brand,Mac Desktop,NDF
USER_02239,41.0,FEMALE,google,25,direct,iPhone,IT
USER_02240,35.0,FEMALE,facebook,0,direct,iPhone,US
USER_02241,40.0,MALE,basic,25,direct,Mac Desktop,FR
USER_02242,55.0,MALE,facebook,3,sem-non-brand,Mac Desktop,NDF
USER_02243,26.0,FEMALE,facebook,0,sem-brand,Mac Desktop,other
USER_02244,51.0,UNKNOWN,basic,0,sem-brand,Windows Desktop,US
USER_02245,35.0,FEMALE,basic,0,direct,Mac Desktop,FR
USER_02246,24.0,FEMALE,basic,3,sem-non-brand,Android Phone,NDF
USER_02247,19.0,MALE,basic,0,direct,Windows Desktop,other
USER_02248,31.0,FEMALE,basic,0,direct,Mac Desktop,NDF
USER_02249,44.0,FEMALE,basic,25,direct,iPhone,NDF
USER_02250,32.0,MALE,basic,0,direct,Windows Desktop,IT
USER_02251,,FEMALE,basic,0,direct,Android Phone,NDF
USER_02252,18.0,MALE,basic,0,sem-brand,Android Phone,NDF
USER_02253,33.0,MALE,facebook,0,sem-non-brand,iPhone,other
USER_02254,20.0,MALE,basic,0,direct,Windows Desktop,other
USER_02255,,MALE,basic,0,sem-brand,Mac Desktop,NDF
USER_02256,43.0,MALE,facebook,0,direct,Windows Desktop,US
USER_02257,,FEMALE,basic,3,direct,Windows Desktop,US
USER_02258,15.0,FEMALE,google,0,direct,Android Phone,ES
USER_02259,,UNKNOWN,basic,0,other,Mac Desktop,NDF
USER_02260,38.0,MALE,basic,0,direct,Windows Desktop,NDF
USER_02261,38.0,MALE,facebook,0,direct,Windows Desktop,NDF
USER_02262,47.0,UNKNOWN,basic,0,direct,Windows Desktop,NDF
USER_02263,22.0,FEMALE,facebook,12,sem-non-brand,Mac Desktop,NDF
USER_02264,41.0,FEMALE,basic,0,sem-brand,iPhone,IT
USER_02265,,FEMALE,basic,0,direct,iPhone,NDF
USER_02266,24.0,FEMALE,basic,0,sem-brand,Mac Desktop,NDF
USER_02267,37.0,MALE,facebook,0,sem-brand,Windows Desktop,US
USER_02268,28.0,UNKNOWN,google,25,other,iPhone,NDF
USER_02269,33.0,MALE,basic,0,direct,Android Phone,ES
USER_02270,,MALE,basic,3,direct,Mac Desktop,other
USER_02271,28.0,FEMALE,google,0,direct,Windows Desktop,NDF
USER_02272,26.0,FEMALE,basic,0,direct,iPhone,NDF
USER_02273,34.0,UNKNOWN,facebook,0,sem-brand,Mac Desktop,FR
USER_02274,22.0,MALE,basic,0,direct,iPhone,NDF
USER_02275,22.0,FEMALE,basic,0,sem-brand,iPhone,US
USER_02276,41.0,FEMALE,basic,0,sem-brand,Android Phone,NDF
USER_02277,21.0,MALE,google,0,other,Mac Desktop,NDF
USER_02278,41.0,FEMALE,facebook,0,direct,Mac Desktop,DE
USER_02279,39.0,FEMALE,facebook,0,direct,Windows Desktop,US
USER_02280,25.0,FEMALE,basic,12,direct,iPhone,ES
USER_02281,26.0,UNKNOWN,facebook,0,direct,iPhone,NDF
USER_02282,47.0,FEMALE,facebook,0,other,iPhone,NDF
USER_02283,-5.0,OTHER,basic,0,sem-brand,Windows Desktop,US
USER_02284,28.0,FEMALE,facebook,0,direct,Mac Desktop,NDF
USER_02285,39.0,FEMALE,basic,0,direct,Windows Desktop,IT
USER_02286,-5.0,UNKNOWN,basic,0,sem-brand,Mac Desktop,NDF
USER_02287,31.0,MALE,basic,3,sem-brand,iPhone,ES
USER_02288,,OTHER,basic,12,direct,Windows Desktop,IT
USER_02289,49.0,MALE,basic,0,sem-brand,Windows Desktop,NDF
USER_02290,,OTHER,basic,0,direct,Windows Desktop,GB
USER_02291,44.0,FEMALE,basic,0,direct,Windows Desktop,NDF
USER_02292,34.0,UNKNOWN,facebook,0,direct,iPhone,NDF
USER_02293,25.0,UNKNOWN,basic,0,sem-non-brand,iPhone,ES
USER_02294,24.0,FEMALE,basic,0,direct,Mac Desktop,NDF
USER_02295,39.0,FEMALE,basic,3,sem-brand,Mac Desktop,US
USER_02296,38.0,FEMALE,basic,3,direct,Mac Desktop,DE
USER_02297,49.0,MALE,basic,12,direct,Mac Desktop,NDF
USER_02298,41.0,MALE,basic,0,direct,iPhone,US
USER_02299,27.0,FEMALE,basic,0,sem-non-brand,Mac Desktop,NDF
USER_02300,45.0,FEMALE,basic,0,direct,iPhone,ES
USER_02301,,MALE,basic,3,sem-non-brand,Android Phone,US
USER_02302,29.0,MALE,basic,0,direct,Mac Desktop,US
USER_02303,36.0,MALE,basic,0,direct,Windows Desktop,NDF
USER_02304,55.0,MALE,facebook,0,direct,Windows Desktop,NDF
USER_02305,68.0,MALE,basic,0,direct,Android Phone,ES
USER_02306,40.0,MALE,facebook,0,sem-non-brand,Mac Desktop,FR
USER_02307,31.0,MALE,basic,0,direct,iPhone,NDF
USER_02308,39.0,FEMALE,facebook,0,direct,Android Phone,NDF
USER_02309,43.0,MALE,google,0,sem-brand,Windows Desktop,GB
USER_02310,30.0,UNKNOWN,basic,0,direct,Mac Desktop,NDF
USER_02311,53.0,FEMALE,basic,0,direct,Windows Desktop,NDF
USER_02312,36.0,MALE,basic,0,direct,Android Phone,NDF
USER_02313,39.0,MALE,basic,0,direct,Mac Desktop,NDF
USER_02314,41.0,FEMALE,basic,12,direct,Windows Desktop,NDF
USER_02315,38.0,MALE,facebook,3,sem-brand,Mac Desktop,DE
USER_02316,43.0,UNKNOWN,google,0,direct,Android Phone,NDF
USER_02317,27.0,FEMALE,basic,0,sem-brand,Windows Desktop,NDF
USER_02318,27.0,FEMALE,basic,0,direct,Android Phone,NDF
USER_02319,21.0,UNKNOWN,basic,25,sem-brand,Android Phone,ES
USER_02320,38.0,FEMALE,basic,0,sem-brand,Windows Desktop,GB
USER_02321,42.0,UNKNOWN,facebook,0,direct,Android Phone,NDF
USER_02322,39.0,UNKNOWN,basic,0,other,Mac Desktop,US
USER_02323,52.0,UNKNOWN,facebook,0,sem-non-brand,Mac Desktop,NDF
USER_02324,33.0,OTHER,basic,0,direct,iPhone,US
USER_02325,41.0,MALE,basic,0,direct,Windows Desktop,IT
USER_02326,21.0,MALE,basic,0,sem-non-brand,Android Phone,NDF
USER_02327,29.0,MALE,basic,0,direct,iPhone,US
USER_02328,41.0,UNKNOWN,facebook,3,direct,Windows Desktop,GB
USER_02329,43.0,MALE,basic,0,sem-brand,Android Phone,US
USER_02330,30.0,MALE,basic,0,direct,Windows Desktop,NDF
USER_02331,2014.0,FEMALE,basic,0,direct,Mac Desktop,IT
USER_02332,27.0,MALE,basic,0,direct,Windows Desktop,US
USER_02333,30.0,FEMALE,basic,3,direct,Mac Desktop,US
USER_02334,43.0,UNKNOWN,google,0,sem-non-brand,Mac Desktop,NDF
USER_02335,40.0,FEMALE,basic,0,direct,Windows Desktop,NDF
USER_02336,39.0,FEMALE,basic,0,direct,Windows Desktop,US
USER_02337,,FEMALE,facebook,12,direct,Mac Desktop,ES
USER_02338,34.0,FEMALE,basic,0,direct,iPhone,US
USER_02339,26.0,MALE,basic,0,direct,Windows Desktop,US
USER_02340,41.0,FEMALE,basic,0,sem-brand,Windows Desktop,NDF
USER_02341,2014.0,MALE,basic,0,sem-brand,Mac Desktop,NDF
USER_02342,39.0,FEMALE,basic,3,other,iPhone,US
USER_02343,28.0,FEMALE,facebook,3,sem-non-brand,Windows Desktop,other
USER_02344,20.0,MALE,basic,0,other,Windows Desktop,GB
USER_02345,46.0,FEMALE,google,0,direct,Windows Desktop,GB
USER_02346,28.0,FEMALE,basic,0,direct,Windows Desktop,NDF
USER_02347,24.0,MALE,facebook,0,sem-non-brand,Windows Desktop,US
USER_02348,41.0,MALE,facebook,0,other,Windows Desktop,NDF
USER_02349,29.0,FEMALE,basic,0,direct,Windows Desktop,NDF
USER_02350,45.0,FEMALE,basic,0,direct,Android Phone,ES
USER_02351,,FEMALE,facebook,0,direct,Windows Desktop,other
USER_02352,41.0,FEMALE,basic,0,sem-brand,Mac Desktop,NDF
USER_02353,18.0,FEMALE,basic,0,sem-brand,Android Phone,NDF
USER_02354,47.0,UNKNOWN,basic,0,direct,Mac Desktop,other
USER_02355,36.0,MALE,google,0,other,Windows Desktop,NDF
USER_02356,29.0,UNKNOWN,basic,3,direct,iPhone,US
USER_02357,35.0,FEMALE,basic,0,sem-brand,Mac Desktop,US
USER_02358,24.0,FEMALE,google,0,direct,Mac Desktop,NDF
USER_02359,38.0,FEMALE,basic,0,direct,Windows Desktop,US
USER_02360,22.0,MALE,basic,0,other,Windows Desktop,NDF
USER_02361,19.0,FEMALE,basic,0,direct,Mac Desktop,NDF
USER_02362,27.0,MALE,facebook,0,sem-brand,Windows Desktop,NDF
USER_02363,46.0,MALE,basic,0,direct,Mac Desktop,US
USER_02364,27.0,FEMALE,facebook,12,direct,Mac Desktop,ES
USER_02365,50.0,MALE,google,3,direct,iPhone,ES
USER_02366,28.0,MALE,basic,0,direct,Mac Desktop,IT
USER_02367,25.0,UNKNOWN,basic,0,sem-non-brand,Windows Desktop,ES
USER_02368,21.0,UNKNOWN,facebook,0,sem-brand,Android Phone,ES
USER_02369,47.0,FEMALE,basic,0,sem-non-brand,Mac Desktop,NDF
USER_02370,32.0,OTHER,basic,0,sem-non-brand,Mac Desktop,FR
USER_02371,27.0,UNKNOWN,basic,25,sem-non-brand,Android Phone,NDF
USER_02372,35.0,FEMALE,facebook,0,direct,Windows Desktop,GB
USER_02373,39.0,UNKNOWN,basic,0,other,iPhone,GB
USER_02374,46.0,MALE,basic,0,direct,iPhone,IT
USER_02375,49.0,FEMALE,basic,0,direct,iPhone,other
USER_02376,30.0,MALE,basic,0,direct,Android Phone,NDF
USER_02377,19.0,FEMALE,basic,0,direct,Mac Desktop,NDF
USER_02378,29.0,OTHER,basic,0,direct,Windows Desktop,US
USER_02379,36.0,FEMALE,basic,0,direct,Windows Desktop,NDF
USER_02380,23.0,FEMALE,basic,3,sem-brand,iPhone,US
USER_02381,23.0,UNKNOWN,basic,25,sem-brand,Mac Desktop,NDF
USER_02382,37.0,UNKNOWN,basic,0,sem-brand,iPhone,US
USER_02383,,MALE,facebook,0,sem-non-brand,iPhone,other
USER_02384,2014.0,OTHER,basic,0,other,Mac Desktop,IT
USER_02385,25.0,MALE,basic,0,sem-brand,Windows Desktop,NDF
USER_02386,31.0,FEMALE,basic,3,direct,Mac Desktop,NDF
USER_02387,23.0,MALE,google,0,sem-brand,Windows Desktop,other
USER_02388,43.0,MALE,facebook,0,direct,Windows Desktop,NDF
USER_02389,45.0,MALE,basic,0,direct,Windows Desktop,NDF
USER_02390,23.0,FEMALE,google,0,direct,Windows Desktop,NDF
USER_02391,23.0,FEMALE,basic,0,direct,Windows Desktop,NDF
USER_02392,27.0,MALE,basic,0,sem-brand,Windows Desktop,NDF
USER_02393,26.0,OTHER,basic,0,direct,Mac Desktop,NDF
USER_02394,33.0,UNKNOWN,basic,0,direct,Mac Desktop,US
USER_02395,18.0,FEMALE,basic,0,sem-brand,Windows Desktop,NDF
USER_02396,23.0,FEMALE,facebook,3,other,iPhone,NDF
USER_02397,22.0,FEMALE,basic,0,direct,Windows Desktop,NDF
USER_02398,36.0,MALE,basic,0,direct,Windows Desktop,NDF
USER_02399,34.0,MALE,basic,0,direct,Android Phone,NDF
USER_02400,26.0,UNKNOWN,basic,0,direct,iPhone,ES
USER_02401,,MALE,facebook,0,sem-brand,Android Phone,NDF
USER_02402,27.0,UNKNOWN,basic,0,direct,Mac Desktop,other
USER_02403,31.0,MALE,basic,0,direct,Windows Desktop,US
USER_02404,52.0,MALE,facebook,0,sem-non-brand,Windows Desktop,NDF
USER_02405,48.0,MALE,google,0,direct,iPhone,US
USER_02406,19.0,FEMALE,facebook,0,other,Android Phone,ES
USER_02407,43.0,FEMALE,basic,0,direct,Mac Desktop,NDF
USER_02408,42.0,MALE,google,0,direct,Mac Desktop,DE
USER_02409,21.0,FEMALE,basic,25,direct,Windows Desktop,other
USER_02410,43.0,UNKNOWN,basic,12,direct,Windows Desktop,NDF
USER_02411,50.0,FEMALE,facebook,0,sem-brand,Mac Desktop,US
USER_02412,21.0,MALE,basic,0,direct,Android Phone,NDF
USER_02413,23.0,MALE,basic,0,other,Mac Desktop,NDF
USER_02414,45.0,FEMALE,google,0,other,Mac Desktop,US
USER_02415,36.0,FEMALE,basic,0,sem-brand,Windows Desktop,US
USER_02416,40.0,UNKNOWN,basic,3,direct,iPhone,US
USER_02417,,FEMALE,basic,0,direct,Windows Desktop,NDF
USER_02418,38.0,MALE,facebook,0,direct,Windows Desktop,NDF
USER_02419,19.0,FEMALE,basic,0,sem-non-brand,Mac Desktop,NDF
USER_02420,45.0,FEMALE,basic,0,sem-brand,Mac Desktop,FR
USER_02421,46.0,MALE,basic,25,direct,Mac Desktop,IT
USER_02422,31.0,UNKNOWN,basic,0,direct,iPhone,IT
USER_02423,33.0,FEMALE,facebook,0,other,Mac Desktop,NDF
USER_02424,27.0,FEMALE,basic,0,sem-brand,iPhone,NDF
USER_02425,39.0,MALE,basic,0,other,Mac Desktop,DE
USER_02426,,MALE,facebook,0,sem-non-brand,Android Phone,GB
USER_02427,33.0,FEMALE,basic,0,sem-brand,Windows Desktop,other
USER_02428,46.0,FEMALE,facebook,0,sem-non-brand,Windows Desktop,US
USER_02429,30.0,MALE,basic,0,sem-brand,Windows Desktop,US
USER_02430,40.0,MALE,basic,12,direct,Mac Desktop,NDF
USER_02431,22.0,FEMALE,basic,0,sem-brand,Mac Desktop,ES
USER_02432,33.0,OTHER,basic,3,direct,Android Phone,IT
USER_02433,32.0,MALE,facebook,0,direct,Mac Desktop,FR
USER_02434,36.0,FEMALE,facebook,3,other,Mac Desktop,FR
USER_02435,29.0,MALE,basic,0,sem-non-brand,Windows Desktop,NDF
USER_02436,32.0,FEMALE,facebook,0,other,Android Phone,other
USER_02437,43.0,FEMALE,basic,0,other,Windows Desktop,NDF
USER_02438,29.0,MALE,basic,0,direct,Windows Desktop,other
USER_02439,,FEMALE,facebook,0,direct,Android Phone,NDF
USER_02440,53.0,MALE,basic,0,sem-brand,iPhone,NDF
USER_02441,49.0,MALE,basic,0,direct,Android Phone,NDF
USER_02442,19.0,FEMALE,basic,3,direct,Mac Desktop,NDF
USER_02443,41.0,FEMALE,basic,12,direct,iPhone,NDF
USER_02444,28.0,FEMALE,basic,0,direct,iPhone,NDF
USER_02445,36.0,MALE,facebook,3,sem-brand,Windows Desktop,GB
USER_02446,37.0,FEMALE,facebook,0,sem-non-brand,Windows Desktop,NDF
USER_02447,31.0,MALE,basic,0,sem-brand,Mac Desktop,US
USER_02448,25.0,MALE,basic,0,direct,Windows Desktop,NDF
USER_02449,26.0,FEMALE,basic,0,sem-non-brand,Mac Desktop,other
USER_02450,23.0,FEMALE,basic,0,sem-non-brand,Windows Desktop,IT
USER_02451,,UNKNOWN,basic,3,direct,Windows Desktop,other
USER_02452,33.0,FEMALE,facebook,0,direct,Windows Desktop,NDF
USER_02453,,MALE,basic,0,sem-brand,Windows Desktop,NDF
USER_02454,41.0,UNKNOWN,basic,0,direct,Windows Desktop,NDF
USER_02455,50.0,MALE,basic,0,sem-non-brand,Mac Desktop,NDF
USER_02456,27.0,MALE,facebook,0,direct,Mac Desktop,NDF
USER_02457,36.0,FEMALE,facebook,0,direct,Windows Desktop,ES
USER_02458,39.0,UNKNOWN,basic,0,direct,Android Phone,GB
USER_02459,39.0,FEMALE,basic,3,direct,Mac Desktop,FR
USER_02460,34.0,FEMALE,google,0,other,iPhone,NDF
USER_02461,42.0,FEMALE,basic,0,direct,Windows Desktop,ES
USER_02462,39.0,FEMALE,facebook,25,sem-non-brand,Mac Desktop,FR
USER_02463,20.0,FEMALE,basic,0,direct,Mac Desktop,US
USER_02464,,MALE,facebook,0,direct,iPhone,NDF
USER_02465,43.0,MALE,basic,3,sem-brand,Mac Desktop,DE
USER_02466,,MALE,google,0,sem-non-brand,Mac Desktop,NDF
USER_02467,34.0,UNKNOWN,facebook,0,sem-brand,Windows Desktop,US
USER_02468,2014.0,FEMALE,basic,0,direct,iPhone,other
USER_02469,31.0,FEMALE,basic,0,direct,Windows Desktop,NDF
USER_02470,45.0,MALE,basic,0,direct,Windows Desktop,US
USER_02471,60.0,MALE,google,0,sem-brand,iPhone,NDF
USER_02472,,OTHER,basic,3,direct,Mac Desktop,other
USER_02473,18.0,MALE,basic,0,sem-non-brand,iPhone,NDF
USER_02474,37.0,FEMALE,basic,0,other,Windows Desktop,NDF
USER_02475,41.0,MALE,basic,0,sem-non-brand,Windows Desktop,NDF
USER_02476,31.0,FEMALE,basic,0,direct,Windows Desktop,NDF
USER_02477,49.0,FEMALE,basic,0,other,Mac Desktop,NDF
USER_02478,19.0,FEMALE,facebook,0,direct,Mac Desktop,GB
USER_02479,41.0,FEMALE,basic,12,direct,Windows Desktop,GB
USER_02480,27.0,FEMALE,basic,0,direct,iPhone,US
USER_02481,52.0,FEMALE,basic,0,direct,iPhone,GB
USER_02482,55.0,UNKNOWN,basic,0,direct,iPhone,US
USER_02483,25.0,FEMALE,basic,0,direct,iPhone,NDF
USER_02484,27.0,MALE,basic,0,direct,Mac Desktop,US
USER_02485,,FEMALE,basic,0,direct,Mac Desktop,GB
USER_02486,,FEMALE,basic,3,sem-brand,Android Phone,NDF
USER_02487,,OTHER,basic,0,sem-brand,iPhone,ES
USER_02488,34.0,MALE,basic,12,direct,Mac Desktop,NDF
USER_02489,22.0,MALE,basic,3,direct,Windows Desktop,US
USER_02490,,UNKNOWN,facebook,0,sem-brand,Windows Desktop,NDF
USER_02491,26.0,UNKNOWN,basic,3,direct,Mac Desktop,US
USER_02492,28.0,FEMALE,basic,3,other,iPhone,NDF
USER_02493,49.0,MALE,basic,0,sem-non-brand,Android Phone,NDF
USER_02494,20.0,MALE,basic,0,direct,Android Phone,NDF
USER_02495,42.0,MALE,basic,25,direct,Windows Desktop,GB
USER_02496,30.0,FEMALE,basic,3,direct,iPhone,ES
USER_02497,30.0,MALE,basic,0,direct,Windows Desktop,US
USER_02498,42.0,OTHER,basic,0,sem-brand,Android Phone,NDF
USER_02499,37.0,MALE,facebook,0,sem-brand,Android Phone,other
USER_02500,40.0,FEMALE,basic,0,sem-non-brand,iPhone,NDF
USER_02501,44.0,FEMALE,facebook,0,direct,Windows Desktop,NDF
USER_02502,30.0,FEMALE,basic,0,sem-brand,Android Phone,NDF
USER_02503,27.0,FEMALE,basic,0,other,Mac Desktop,NDF
USER_02504,22.0,FEMALE,google,0,sem-brand,Mac Desktop,US
USER_02505,24.0,OTHER,basic,0,direct,Windows Desktop,NDF
USER_02506,66.0,FEMALE,basic,0,direct,iPhone,US
USER_02507,47.0,MALE,basic,0,direct,Mac Desktop,NDF
USER_02508,19.0,MALE,basic,0,direct,iPhone,ES
USER_02509,,OTHER,google,0,direct,Android Phone,NDF
USER_02510,39.0,FEMALE,basic,0,direct,Windows Desktop,NDF
USER_02511,40.0,UNKNOWN,facebook,0,direct,Mac Desktop,FR
USER_02512,,FEMALE,google,0,sem-non-brand,Windows Desktop,NDF
USER_02513,31.0,MALE,basic,25,sem-brand,Mac Desktop,DE
USER_02514,32.0,FEMALE,basic,0,direct,Windows Desktop,NDF
USER_02515,37.0,FEMALE,basic,0,direct,Windows Desktop,IT
USER_02516,34.0,FEMALE,basic,0,direct,Windows Desktop,US
USER_02517,19.0,OTHER,basic,0,sem-brand,Windows Desktop,US
USER_02518,31.0,FEMALE,basic,0,direct,Windows Desktop,NDF
USER_02519,24.0,MALE,facebook,0,direct,Windows Desktop,NDF
USER_02520,35.0,FEMALE,facebook,0,sem-non-brand,Mac Desktop,NDF
USER_02521,66.0,FEMALE,basic,0,direct,Windows Desktop,US
USER_02522,38.0,FEMALE,facebook,0,direct,Windows Desktop,NDF
USER_02523,30.0,FEMALE,facebook,25,direct,Windows Desktop,NDF
USER_02524,44.0,FEMALE,basic,0,direct,Mac Desktop,FR
USER_02525,39.0,FEMALE,basic,0,direct,Mac Desktop,FR
USER_02526,38.0,FEMALE,basic,0,direct,iPhone,NDF
USER_02527,40.0,FEMALE,basic,12,sem-non-brand,Windows Desktop,NDF
USER_02528,56.0,MALE,basic,0,sem-brand,Android Phone,NDF
USER_02529,21.0,FEMALE,basic,0,direct,Android Phone,NDF
USER_02530,39.0,FEMALE,facebook,0,direct,Windows Desktop,NDF
USER_02531,23.0,MALE,basic,0,direct,Windows Desktop,other
USER_02532,40.0,OTHER,facebook,0,sem-brand,Mac Desktop,NDF
USER_02533,23.0,MALE,facebook,3,direct,Windows Desktop,NDF
USER_02534,29.0,MALE,google,0,direct,iPhone,NDF
USER_02535,30.0,FEMALE,basic,0,direct,Android Phone,NDF
USER_02536,44.0,MALE,basic,0,other,Windows Desktop,NDF
USER_02537,44.0,FEMALE,facebook,12,direct,Windows Desktop,US
USER_02538,20.0,FEMALE,basic,25,sem-non-brand,Android Phone,NDF
USER_02539,34.0,MALE,facebook,0,direct,Mac Desktop,NDF
USER_02540,26.0,UNKNOWN,google,0,sem-brand,Windows Desktop,US
USER_02541,20.0,MALE,basic,0,sem-brand,Windows Desktop,US
USER_02542,31.0,FEMALE,basic,0,sem-brand,Mac Desktop,DE
USER_02543,30.0,OTHER,basic,0,sem-brand,iPhone,NDF
USER_02544,60.0,FEMALE,facebook,0,other,Mac Desktop,NDF
USER_02545,38.0,UNKNOWN,basic,0,other,Mac Desktop,DE
USER_02546,18.0,OTHER,basic,0,direct,Windows Desktop,NDF
USER_02547,27.0,UNKNOWN,basic,0,sem-brand,Mac Desktop,other
USER_02548,45.0,MALE,facebook,12,sem-brand,Windows Desktop,NDF
USER_02549,56.0,FEMALE,basic,0,direct,Mac Desktop,NDF
USER_02550,26.0,OTHER,basic,0,direct,Windows Desktop,ES
USER_02551,23.0,UNKNOWN,basic,0,direct,Windows Desktop,NDF
USER_02552,54.0,UNKNOWN,basic,0,direct,Android Phone,GB
USER_02553,38.0,UNKNOWN,facebook,0,sem-non-brand,iPhone,NDF
USER_02554,24.0,FEMALE,basic,0,sem-brand,Android Phone,NDF
USER_02555,39.0,MALE,basic,0,sem-non-brand,iPhone,NDF
USER_02556,15.0,MALE,basic,0,other,iPhone,NDF
USER_02557,34.0,MALE,google,0,direct,iPhone,other
USER_02558,37.0,MALE,basic,0,sem-non-brand,Mac Desktop,US
USER_02559,44.0,MALE,basic,0,sem-brand,Windows Desktop,ES
USER_02560,22.0,MALE,basic,0,direct,iPhone,NDF
USER_02561,,MALE,basic,0,direct,Mac Desktop,US
USER_02562,23.0,UNKNOWN,basic,0,direct,Mac Desktop,NDF
USER_02563,36.0,MALE,basic,3,direct,Windows Desktop,NDF
USER_02564,24.0,MALE,facebook,0,direct,Android Phone,NDF
USER_02565,29.0,FEMALE,basic,12,direct,iPhone,NDF
USER_02566,23.0,OTHER,basic,0,sem-brand,iPhone,ES
USER_02567,41.0,MALE,facebook,0,direct,Windows Desktop,NDF
USER_02568,43.0,MALE,basic,12,sem-brand,Windows Desktop,GB
USER_02569,31.0,MALE,basic,0,sem-non-brand,iPhone,NDF
USER_02570,34.0,MALE,google,0,sem-brand,iPhone,NDF
USER_02571,18.0,MALE,facebook,3,direct,Windows Desktop,NDF
USER_02572,30.0,FEMALE,facebook,0,sem-non-brand,iPhone,GB
USER_02573,33.0,OTHER,basic,3,direct,Mac Desktop,FR
USER_02574,62.0,FEMALE,basic,0,sem-non-brand,Android Phone,other
USER_02575,21.0,FEMALE,google,3,direct,iPhone,ES
USER_02576,50.0,MALE,basic,0,direct,Mac Desktop,NDF
USER_02577,44.0,FEMALE,facebook,0,direct,Windows Desktop,GB
USER_02578,37.0,FEMALE,google,0,sem-brand,Android Phone,ES
USER_02579,53.0,FEMALE,facebook,0,direct,Windows Desktop,NDF
USER_02580,2014.0,UNKNOWN,basic,0,direct,Mac Desktop,GB
USER_02581,38.0,MALE,facebook,0,sem-brand,Android Phone,US
USER_02582,33.0,UNKNOWN,basic,0,direct,Windows Desktop,NDF
USER_02583,47.0,UNKNOWN,basic,0,direct,Windows Desktop,US
USER_02584,46.0,MALE,facebook,0,sem-non-brand,Windows Desktop,IT
USER_02585,27.0,MALE,basic,0,direct,iPhone,NDF
USER_02586,19.0,MALE,basic,0,other,iPhone,NDF
USER_02587,31.0,FEMALE,basic,0,direct,Windows Desktop,US
USER_02588,25.0,MALE,basic,0,direct,Android Phone,US
USER_02589,33.0,MALE,basic,0,sem-brand,Mac Desktop,NDF
USER_02590,47.0,UNKNOWN,basic,3,sem-brand,Android Phone,US
USER_02591,28.0,MALE,basic,0,direct,Mac Desktop,US
USER_02592,33.0,MALE,basic,25,direct,iPhone,GB
USER_02593,34.0,FEMALE,basic,0,direct,Mac Desktop,US
USER_02594,43.0,UNKNOWN,basic,0,direct,iPhone,other
USER_02595,19.0,MALE,basic,0,direct,iPhone,NDF
USER_02596,27.0,MALE,basic,0,sem-brand,Windows Desktop,NDF
USER_02597,36.0,FEMALE,facebook,0,direct,Mac Desktop,DE
USER_02598,47.0,FEMALE,basic,0,sem-non-brand,Windows Desktop,NDF
USER_02599,28.0,UNKNOWN,facebook,0,direct,Mac Desktop,NDF
USER_02600,23.0,MALE,basic,0,sem-brand,Windows Desktop,US
USER_02601,40.0,FEMALE,basic,0,direct,Windows Desktop,IT
USER_02602,27.0,FEMALE,basic,25,sem-non-brand,Mac Desktop,NDF
USER_02603,20.0,UNKNOWN,basic,0,other,Windows Desktop,US
USER_02604,27.0,FEMALE,google,3,sem-brand,Mac Desktop,IT
USER_02605,31.0,FEMALE,google,0,sem-brand,Mac Desktop,NDF
USER_02606,27.0,MALE,facebook,0,other,Windows Desktop,NDF
USER_02607,19.0,MALE,basic,12,direct,Windows Desktop,NDF
USER_02608,43.0,FEMALE,basic,25,direct,Mac Desktop,US
USER_02609,48.0,MALE,facebook,12,sem-brand,Windows Desktop,GB
USER_02610,41.0,FEMALE,basic,0,direct,iPhone,NDF
USER_02611,21.0,MALE,google,0,direct,Windows Desktop,NDF
USER_02612,31.0,OTHER,basic,0,direct,iPhone,NDF
USER_02613,33.0,MALE,basic,0,direct,Mac Desktop,NDF
USER_02614,40.0,FEMALE,google,12,direct,Windows Desktop,NDF
USER_02615,41.0,FEMALE,google,0,direct,iPhone,US
USER_02616,25.0,MALE,facebook,0,other,Windows Desktop,NDF
USER_02617,34.0,MALE,basic,0,direct,iPhone,NDF
USER_02618,2014.0,OTHER,facebook,0,direct,iPhone,NDF
USER_02619,50.0,MALE,basic,0,sem-brand,Mac Desktop,NDF
USER_02620,41.0,MALE,basic,3,other,Mac Desktop,US
